"Price","Strike","Maturity","sigma"
0.01614,1,0.1,0.12
0.01866,1,0.1,0.14
0.02118,1,0.1,0.16
0.0237,1,0.1,0.18
0.02621,1,0.1,0.2
0.02873,1,0.1,0.22
0.03125,1,0.1,0.24
0.03377,1,0.1,0.26
0.03629,1,0.1,0.28
0.0388,1,0.1,0.3
0.04132,1,0.1,0.32
0.04384,1,0.1,0.34
0.04635,1,0.1,0.36
0.04887,1,0.1,0.38
0.05138,1,0.1,0.4
0.0539,1,0.1,0.42
0.05641,1,0.1,0.44
0.05893,1,0.1,0.46
0.06144,1,0.1,0.48
0.06395,1,0.1,0.5
0.06647,1,0.1,0.52
0.06898,1,0.1,0.54
0.07149,1,0.1,0.56
0.074,1,0.1,0.58
0.07651,1,0.1,0.6
0.07902,1,0.1,0.62
0.08153,1,0.1,0.64
0.08403,1,0.1,0.66
0.08654,1,0.1,0.68
0.08904,1,0.1,0.7
0.09155,1,0.1,0.72
0.09405,1,0.1,0.74
0.09656,1,0.1,0.76
0.09906,1,0.1,0.78
0.10156,1,0.1,0.8
0.10406,1,0.1,0.82
0.10656,1,0.1,0.84
0.10906,1,0.1,0.86
0.11155,1,0.1,0.88
0.11405,1,0.1,0.9
0.11654,1,0.1,0.92
0.11904,1,0.1,0.94
0.12153,1,0.1,0.96
0.12402,1,0.1,0.98
0.12651,1,0.1,1
0.00591,1,0.2,0.02
0.0093,1,0.2,0.04
0.0128,1,0.2,0.06
0.01633,1,0.2,0.08
0.01987,1,0.2,0.1
0.02342,1,0.2,0.12
0.02697,1,0.2,0.14
0.03052,1,0.2,0.16
0.03408,1,0.2,0.18
0.03763,1,0.2,0.2
0.04118,1,0.2,0.22
0.04474,1,0.2,0.24
0.04829,1,0.2,0.26
0.05184,1,0.2,0.28
0.0554,1,0.2,0.3
0.05895,1,0.2,0.32
0.0625,1,0.2,0.34
0.06605,1,0.2,0.36
0.06959,1,0.2,0.38
0.07314,1,0.2,0.4
0.07669,1,0.2,0.42
0.08023,1,0.2,0.44
0.08377,1,0.2,0.46
0.08731,1,0.2,0.48
0.09085,1,0.2,0.5
0.09439,1,0.2,0.52
0.09793,1,0.2,0.54
0.10146,1,0.2,0.56
0.10499,1,0.2,0.58
0.10852,1,0.2,0.6
0.11205,1,0.2,0.62
0.11558,1,0.2,0.64
0.1191,1,0.2,0.66
0.12262,1,0.2,0.68
0.12614,1,0.2,0.7
0.12965,1,0.2,0.72
0.13317,1,0.2,0.74
0.13668,1,0.2,0.76
0.14019,1,0.2,0.78
0.14369,1,0.2,0.8
0.1472,1,0.2,0.82
0.1507,1,0.2,0.84
0.15419,1,0.2,0.86
0.15769,1,0.2,0.88
0.16118,1,0.2,0.9
0.16467,1,0.2,0.92
0.16815,1,0.2,0.94
0.17163,1,0.2,0.96
0.17511,1,0.2,0.98
0.17859,1,0.2,1
0.00799,1,0.3,0.02
0.01203,1,0.3,0.04
0.01628,1,0.3,0.06
0.02058,1,0.3,0.08
0.0249,1,0.3,0.1
0.02924,1,0.3,0.12
0.03358,1,0.3,0.14
0.03792,1,0.3,0.16
0.04226,1,0.3,0.18
0.04661,1,0.3,0.2
0.05095,1,0.3,0.22
0.05529,1,0.3,0.24
0.05964,1,0.3,0.26
0.06398,1,0.3,0.28
0.06832,1,0.3,0.3
0.07266,1,0.3,0.32
0.07699,1,0.3,0.34
0.08133,1,0.3,0.36
0.08566,1,0.3,0.38
0.08999,1,0.3,0.4
0.09432,1,0.3,0.42
0.09865,1,0.3,0.44
0.10297,1,0.3,0.46
0.10729,1,0.3,0.48
0.11161,1,0.3,0.5
0.11592,1,0.3,0.52
0.12023,1,0.3,0.54
0.12454,1,0.3,0.56
0.12884,1,0.3,0.58
0.13314,1,0.3,0.6
0.13744,1,0.3,0.62
0.14173,1,0.3,0.64
0.14602,1,0.3,0.66
0.1503,1,0.3,0.68
0.15458,1,0.3,0.7
0.15885,1,0.3,0.72
0.16313,1,0.3,0.74
0.16739,1,0.3,0.76
0.17165,1,0.3,0.78
0.17591,1,0.3,0.8
0.18016,1,0.3,0.82
0.1844,1,0.3,0.84
0.18864,1,0.3,0.86
0.19288,1,0.3,0.88
0.19711,1,0.3,0.9
0.20133,1,0.3,0.92
0.20555,1,0.3,0.94
0.20976,1,0.3,0.96
0.21397,1,0.3,0.98
0.21817,1,0.3,1
0.00998,1,0.4,0.02
0.01453,1,0.4,0.04
0.0194,1,0.4,0.06
0.02434,1,0.4,0.08
0.02931,1,0.4,0.1
0.0343,1,0.4,0.12
0.0393,1,0.4,0.14
0.0443,1,0.4,0.16
0.04931,1,0.4,0.18
0.05431,1,0.4,0.2
0.05932,1,0.4,0.22
0.06432,1,0.4,0.24
0.06933,1,0.4,0.26
0.07433,1,0.4,0.28
0.07933,1,0.4,0.3
0.08433,1,0.4,0.32
0.08932,1,0.4,0.34
0.09432,1,0.4,0.36
0.0993,1,0.4,0.38
0.10429,1,0.4,0.4
0.10927,1,0.4,0.42
0.11425,1,0.4,0.44
0.11922,1,0.4,0.46
0.12419,1,0.4,0.48
0.12916,1,0.4,0.5
0.13412,1,0.4,0.52
0.13907,1,0.4,0.54
0.14402,1,0.4,0.56
0.14896,1,0.4,0.58
0.1539,1,0.4,0.6
0.15883,1,0.4,0.62
0.16376,1,0.4,0.64
0.16868,1,0.4,0.66
0.17359,1,0.4,0.68
0.1785,1,0.4,0.7
0.1834,1,0.4,0.72
0.18829,1,0.4,0.74
0.19318,1,0.4,0.76
0.19806,1,0.4,0.78
0.20293,1,0.4,0.8
0.20779,1,0.4,0.82
0.21265,1,0.4,0.84
0.2175,1,0.4,0.86
0.22234,1,0.4,0.88
0.22717,1,0.4,0.9
0.23199,1,0.4,0.92
0.2368,1,0.4,0.94
0.2416,1,0.4,0.96
0.2464,1,0.4,0.98
0.25118,1,0.4,1
0.01194,1,0.5,0.02
0.0169,1,0.5,0.04
0.02228,1,0.5,0.06
0.02778,1,0.5,0.08
0.03332,1,0.5,0.1
0.03888,1,0.5,0.12
0.04446,1,0.5,0.14
0.05004,1,0.5,0.16
0.05562,1,0.5,0.18
0.06121,1,0.5,0.2
0.06679,1,0.5,0.22
0.07238,1,0.5,0.24
0.07796,1,0.5,0.26
0.08354,1,0.5,0.28
0.08912,1,0.5,0.3
0.09469,1,0.5,0.32
0.10026,1,0.5,0.34
0.10583,1,0.5,0.36
0.11139,1,0.5,0.38
0.11695,1,0.5,0.4
0.1225,1,0.5,0.42
0.12805,1,0.5,0.44
0.13359,1,0.5,0.46
0.13912,1,0.5,0.48
0.14465,1,0.5,0.5
0.15017,1,0.5,0.52
0.15568,1,0.5,0.54
0.16119,1,0.5,0.56
0.16669,1,0.5,0.58
0.17218,1,0.5,0.6
0.17766,1,0.5,0.62
0.18314,1,0.5,0.64
0.18861,1,0.5,0.66
0.19406,1,0.5,0.68
0.19951,1,0.5,0.7
0.20495,1,0.5,0.72
0.21038,1,0.5,0.74
0.2158,1,0.5,0.76
0.22121,1,0.5,0.78
0.2266,1,0.5,0.8
0.23199,1,0.5,0.82
0.23737,1,0.5,0.84
0.24273,1,0.5,0.86
0.24809,1,0.5,0.88
0.25343,1,0.5,0.9
0.25876,1,0.5,0.92
0.26408,1,0.5,0.94
0.26938,1,0.5,0.96
0.27467,1,0.5,0.98
0.27995,1,0.5,1
0.01386,1,0.6,0.02
0.01916,1,0.6,0.04
0.025,1,0.6,0.06
0.03099,1,0.6,0.08
0.03704,1,0.6,0.1
0.04312,1,0.6,0.12
0.04921,1,0.6,0.14
0.05531,1,0.6,0.16
0.06142,1,0.6,0.18
0.06752,1,0.6,0.2
0.07363,1,0.6,0.22
0.07973,1,0.6,0.24
0.08584,1,0.6,0.26
0.09194,1,0.6,0.28
0.09803,1,0.6,0.3
0.10412,1,0.6,0.32
0.11021,1,0.6,0.34
0.11629,1,0.6,0.36
0.12237,1,0.6,0.38
0.12844,1,0.6,0.4
0.1345,1,0.6,0.42
0.14055,1,0.6,0.44
0.1466,1,0.6,0.46
0.15264,1,0.6,0.48
0.15867,1,0.6,0.5
0.16469,1,0.6,0.52
0.1707,1,0.6,0.54
0.17671,1,0.6,0.56
0.1827,1,0.6,0.58
0.18868,1,0.6,0.6
0.19466,1,0.6,0.62
0.20062,1,0.6,0.64
0.20657,1,0.6,0.66
0.21251,1,0.6,0.68
0.21843,1,0.6,0.7
0.22435,1,0.6,0.72
0.23025,1,0.6,0.74
0.23614,1,0.6,0.76
0.24201,1,0.6,0.78
0.24787,1,0.6,0.8
0.25372,1,0.6,0.82
0.25955,1,0.6,0.84
0.26537,1,0.6,0.86
0.27118,1,0.6,0.88
0.27696,1,0.6,0.9
0.28274,1,0.6,0.92
0.28849,1,0.6,0.94
0.29423,1,0.6,0.96
0.29996,1,0.6,0.98
0.30567,1,0.6,1
0.01577,1,0.7,0.02
0.02135,1,0.7,0.04
0.0276,1,0.7,0.06
0.03404,1,0.7,0.08
0.04055,1,0.7,0.1
0.0471,1,0.7,0.12
0.05366,1,0.7,0.14
0.06023,1,0.7,0.16
0.06681,1,0.7,0.18
0.0734,1,0.7,0.2
0.07998,1,0.7,0.22
0.08656,1,0.7,0.24
0.09314,1,0.7,0.26
0.09971,1,0.7,0.28
0.10628,1,0.7,0.3
0.11285,1,0.7,0.32
0.1194,1,0.7,0.34
0.12595,1,0.7,0.36
0.1325,1,0.7,0.38
0.13903,1,0.7,0.4
0.14556,1,0.7,0.42
0.15208,1,0.7,0.44
0.15859,1,0.7,0.46
0.16508,1,0.7,0.48
0.17157,1,0.7,0.5
0.17805,1,0.7,0.52
0.18451,1,0.7,0.54
0.19096,1,0.7,0.56
0.19741,1,0.7,0.58
0.20383,1,0.7,0.6
0.21025,1,0.7,0.62
0.21665,1,0.7,0.64
0.22303,1,0.7,0.66
0.22941,1,0.7,0.68
0.23576,1,0.7,0.7
0.2421,1,0.7,0.72
0.24843,1,0.7,0.74
0.25474,1,0.7,0.76
0.26103,1,0.7,0.78
0.26731,1,0.7,0.8
0.27356,1,0.7,0.82
0.2798,1,0.7,0.84
0.28602,1,0.7,0.86
0.29223,1,0.7,0.88
0.29841,1,0.7,0.9
0.30458,1,0.7,0.92
0.31072,1,0.7,0.94
0.31685,1,0.7,0.96
0.32295,1,0.7,0.98
0.32903,1,0.7,1
0.01767,1,0.8,0.02
0.02349,1,0.8,0.04
0.03011,1,0.8,0.06
0.03695,1,0.8,0.08
0.04389,1,0.8,0.1
0.05087,1,0.8,0.12
0.05787,1,0.8,0.14
0.06488,1,0.8,0.16
0.0719,1,0.8,0.18
0.07892,1,0.8,0.2
0.08595,1,0.8,0.22
0.09297,1,0.8,0.24
0.09998,1,0.8,0.26
0.107,1,0.8,0.28
0.114,1,0.8,0.3
0.121,1,0.8,0.32
0.128,1,0.8,0.34
0.13498,1,0.8,0.36
0.14196,1,0.8,0.38
0.14892,1,0.8,0.4
0.15588,1,0.8,0.42
0.16282,1,0.8,0.44
0.16975,1,0.8,0.46
0.17667,1,0.8,0.48
0.18358,1,0.8,0.5
0.19047,1,0.8,0.52
0.19735,1,0.8,0.54
0.20422,1,0.8,0.56
0.21107,1,0.8,0.58
0.2179,1,0.8,0.6
0.22472,1,0.8,0.62
0.23152,1,0.8,0.64
0.23831,1,0.8,0.66
0.24507,1,0.8,0.68
0.25182,1,0.8,0.7
0.25855,1,0.8,0.72
0.26526,1,0.8,0.74
0.27195,1,0.8,0.76
0.27862,1,0.8,0.78
0.28527,1,0.8,0.8
0.2919,1,0.8,0.82
0.29851,1,0.8,0.84
0.30509,1,0.8,0.86
0.31165,1,0.8,0.88
0.31819,1,0.8,0.9
0.32471,1,0.8,0.92
0.3312,1,0.8,0.94
0.33767,1,0.8,0.96
0.34411,1,0.8,0.98
0.35053,1,0.8,1
0.01956,1,0.9,0.02
0.02558,1,0.9,0.04
0.03254,1,0.9,0.06
0.03976,1,0.9,0.08
0.04709,1,0.9,0.1
0.05447,1,0.9,0.12
0.06187,1,0.9,0.14
0.0693,1,0.9,0.16
0.07673,1,0.9,0.18
0.08416,1,0.9,0.2
0.0916,1,0.9,0.22
0.09903,1,0.9,0.24
0.10645,1,0.9,0.26
0.11388,1,0.9,0.28
0.12129,1,0.9,0.3
0.1287,1,0.9,0.32
0.1361,1,0.9,0.34
0.14348,1,0.9,0.36
0.15086,1,0.9,0.38
0.15823,1,0.9,0.4
0.16558,1,0.9,0.42
0.17292,1,0.9,0.44
0.18025,1,0.9,0.46
0.18756,1,0.9,0.48
0.19485,1,0.9,0.5
0.20213,1,0.9,0.52
0.2094,1,0.9,0.54
0.21664,1,0.9,0.56
0.22387,1,0.9,0.58
0.23108,1,0.9,0.6
0.23827,1,0.9,0.62
0.24544,1,0.9,0.64
0.25259,1,0.9,0.66
0.25972,1,0.9,0.68
0.26683,1,0.9,0.7
0.27392,1,0.9,0.72
0.28098,1,0.9,0.74
0.28802,1,0.9,0.76
0.29503,1,0.9,0.78
0.30202,1,0.9,0.8
0.30899,1,0.9,0.82
0.31593,1,0.9,0.84
0.32284,1,0.9,0.86
0.32973,1,0.9,0.88
0.33659,1,0.9,0.9
0.34343,1,0.9,0.92
0.35023,1,0.9,0.94
0.35701,1,0.9,0.96
0.36375,1,0.9,0.98
0.37047,1,0.9,1
0.02145,1,1,0.02
0.02763,1,1,0.04
0.0349,1,1,0.06
0.04247,1,1,0.08
0.05017,1,1,0.1
0.05793,1,1,0.12
0.06572,1,1,0.14
0.07352,1,1,0.16
0.08134,1,1,0.18
0.08916,1,1,0.2
0.09698,1,1,0.22
0.1048,1,1,0.24
0.11261,1,1,0.26
0.12042,1,1,0.28
0.12822,1,1,0.3
0.136,1,1,0.32
0.14378,1,1,0.34
0.15155,1,1,0.36
0.1593,1,1,0.38
0.16704,1,1,0.4
0.17477,1,1,0.42
0.18248,1,1,0.44
0.19018,1,1,0.46
0.19785,1,1,0.48
0.20551,1,1,0.5
0.21315,1,1,0.52
0.22077,1,1,0.54
0.22838,1,1,0.56
0.23596,1,1,0.58
0.24351,1,1,0.6
0.25105,1,1,0.62
0.25856,1,1,0.64
0.26605,1,1,0.66
0.27352,1,1,0.68
0.28096,1,1,0.7
0.28837,1,1,0.72
0.29576,1,1,0.74
0.30312,1,1,0.76
0.31045,1,1,0.78
0.31776,1,1,0.8
0.32503,1,1,0.82
0.33228,1,1,0.84
0.33949,1,1,0.86
0.34668,1,1,0.88
0.35383,1,1,0.9
0.36095,1,1,0.92
0.36804,1,1,0.94
0.3751,1,1,0.96
0.38212,1,1,0.98
0.3891,1,1,1
0,1.1,0.1,0.02
0,1.1,0.1,0.04
0,1.1,0.1,0.06
0,1.1,0.1,0.08
2e-05,1.1,0.1,0.1
9e-05,1.1,0.1,0.12
0.00029,1.1,0.1,0.14
0.00068,1.1,0.1,0.16
0.00126,1.1,0.1,0.18
0.00205,1.1,0.1,0.2
0.00304,1.1,0.1,0.22
0.0042,1.1,0.1,0.24
0.00551,1.1,0.1,0.26
0.00696,1.1,0.1,0.28
0.00854,1.1,0.1,0.3
0.01022,1.1,0.1,0.32
0.01199,1.1,0.1,0.34
0.01384,1.1,0.1,0.36
0.01575,1.1,0.1,0.38
0.01774,1.1,0.1,0.4
0.01977,1.1,0.1,0.42
0.02186,1.1,0.1,0.44
0.02398,1.1,0.1,0.46
0.02615,1.1,0.1,0.48
0.02835,1.1,0.1,0.5
0.03058,1.1,0.1,0.52
0.03283,1.1,0.1,0.54
0.03511,1.1,0.1,0.56
0.03741,1.1,0.1,0.58
0.03974,1.1,0.1,0.6
0.04208,1.1,0.1,0.62
0.04443,1.1,0.1,0.64
0.04681,1.1,0.1,0.66
0.04919,1.1,0.1,0.68
0.05159,1.1,0.1,0.7
0.054,1.1,0.1,0.72
0.05642,1.1,0.1,0.74
0.05885,1.1,0.1,0.76
0.06129,1.1,0.1,0.78
0.06374,1.1,0.1,0.8
0.06619,1.1,0.1,0.82
0.06865,1.1,0.1,0.84
0.07112,1.1,0.1,0.86
0.07359,1.1,0.1,0.88
0.07607,1.1,0.1,0.9
0.07855,1.1,0.1,0.92
0.08104,1.1,0.1,0.94
0.08353,1.1,0.1,0.96
0.08602,1.1,0.1,0.98
0.08852,1.1,0.1,1
0,1.1,0.2,0.02
0,1.1,0.2,0.04
0,1.1,0.2,0.06
6e-05,1.1,0.2,0.08
0.00036,1.1,0.2,0.1
0.00102,1.1,0.2,0.12
0.00211,1.1,0.2,0.14
0.00359,1.1,0.2,0.16
0.0054,1.1,0.2,0.18
0.00749,1.1,0.2,0.2
0.00981,1.1,0.2,0.22
0.01233,1.1,0.2,0.24
0.015,1.1,0.2,0.26
0.0178,1.1,0.2,0.28
0.02071,1.1,0.2,0.3
0.02371,1.1,0.2,0.32
0.02678,1.1,0.2,0.34
0.02992,1.1,0.2,0.36
0.03312,1.1,0.2,0.38
0.03636,1.1,0.2,0.4
0.03965,1.1,0.2,0.42
0.04297,1.1,0.2,0.44
0.04632,1.1,0.2,0.46
0.0497,1.1,0.2,0.48
0.0531,1.1,0.2,0.5
0.05653,1.1,0.2,0.52
0.05997,1.1,0.2,0.54
0.06343,1.1,0.2,0.56
0.06691,1.1,0.2,0.58
0.07039,1.1,0.2,0.6
0.07389,1.1,0.2,0.62
0.0774,1.1,0.2,0.64
0.08092,1.1,0.2,0.66
0.08444,1.1,0.2,0.68
0.08798,1.1,0.2,0.7
0.09152,1.1,0.2,0.72
0.09506,1.1,0.2,0.74
0.09861,1.1,0.2,0.76
0.10216,1.1,0.2,0.78
0.10572,1.1,0.2,0.8
0.10928,1.1,0.2,0.82
0.11284,1.1,0.2,0.84
0.1164,1.1,0.2,0.86
0.11997,1.1,0.2,0.88
0.12353,1.1,0.2,0.9
0.1271,1.1,0.2,0.92
0.13067,1.1,0.2,0.94
0.13424,1.1,0.2,0.96
0.13781,1.1,0.2,0.98
0.14137,1.1,0.2,1
0,1.1,0.3,0.02
0,1.1,0.3,0.04
3e-05,1.1,0.3,0.06
0.00035,1.1,0.3,0.08
0.00124,1.1,0.3,0.1
0.00276,1.1,0.3,0.12
0.00483,1.1,0.3,0.14
0.00736,1.1,0.3,0.16
0.01024,1.1,0.3,0.18
0.01339,1.1,0.3,0.2
0.01676,1.1,0.3,0.22
0.02031,1.1,0.3,0.24
0.02399,1.1,0.3,0.26
0.02779,1.1,0.3,0.28
0.03168,1.1,0.3,0.3
0.03564,1.1,0.3,0.32
0.03967,1.1,0.3,0.34
0.04375,1.1,0.3,0.36
0.04788,1.1,0.3,0.38
0.05204,1.1,0.3,0.4
0.05624,1.1,0.3,0.42
0.06046,1.1,0.3,0.44
0.06471,1.1,0.3,0.46
0.06897,1.1,0.3,0.48
0.07326,1.1,0.3,0.5
0.07756,1.1,0.3,0.52
0.08187,1.1,0.3,0.54
0.08619,1.1,0.3,0.56
0.09053,1.1,0.3,0.58
0.09487,1.1,0.3,0.6
0.09922,1.1,0.3,0.62
0.10357,1.1,0.3,0.64
0.10793,1.1,0.3,0.66
0.11229,1.1,0.3,0.68
0.11666,1.1,0.3,0.7
0.12103,1.1,0.3,0.72
0.12539,1.1,0.3,0.74
0.12976,1.1,0.3,0.76
0.13413,1.1,0.3,0.78
0.1385,1.1,0.3,0.8
0.14287,1.1,0.3,0.82
0.14724,1.1,0.3,0.84
0.15161,1.1,0.3,0.86
0.15597,1.1,0.3,0.88
0.16034,1.1,0.3,0.9
0.16469,1.1,0.3,0.92
0.16905,1.1,0.3,0.94
0.1734,1.1,0.3,0.96
0.17775,1.1,0.3,0.98
0.1821,1.1,0.3,1
0,1.1,0.4,0.02
0,1.1,0.4,0.04
0.00014,1.1,0.4,0.06
0.00091,1.1,0.4,0.08
0.00253,1.1,0.4,0.1
0.00492,1.1,0.4,0.12
0.00791,1.1,0.4,0.14
0.01135,1.1,0.4,0.16
0.01513,1.1,0.4,0.18
0.01917,1.1,0.4,0.2
0.02341,1.1,0.4,0.22
0.0278,1.1,0.4,0.24
0.03231,1.1,0.4,0.26
0.03692,1.1,0.4,0.28
0.0416,1.1,0.4,0.3
0.04635,1.1,0.4,0.32
0.05116,1.1,0.4,0.34
0.056,1.1,0.4,0.36
0.06089,1.1,0.4,0.38
0.0658,1.1,0.4,0.4
0.07074,1.1,0.4,0.42
0.0757,1.1,0.4,0.44
0.08068,1.1,0.4,0.46
0.08567,1.1,0.4,0.48
0.09068,1.1,0.4,0.5
0.09569,1.1,0.4,0.52
0.10072,1.1,0.4,0.54
0.10575,1.1,0.4,0.56
0.11078,1.1,0.4,0.58
0.11583,1.1,0.4,0.6
0.12087,1.1,0.4,0.62
0.12591,1.1,0.4,0.64
0.13096,1.1,0.4,0.66
0.13601,1.1,0.4,0.68
0.14105,1.1,0.4,0.7
0.1461,1.1,0.4,0.72
0.15114,1.1,0.4,0.74
0.15618,1.1,0.4,0.76
0.16121,1.1,0.4,0.78
0.16624,1.1,0.4,0.8
0.17127,1.1,0.4,0.82
0.1763,1.1,0.4,0.84
0.18131,1.1,0.4,0.86
0.18633,1.1,0.4,0.88
0.19133,1.1,0.4,0.9
0.19633,1.1,0.4,0.92
0.20132,1.1,0.4,0.94
0.20631,1.1,0.4,0.96
0.21129,1.1,0.4,0.98
0.21626,1.1,0.4,1
0,1.1,0.5,0.02
1e-05,1.1,0.5,0.04
0.00037,1.1,0.5,0.06
0.0017,1.1,0.5,0.08
0.00408,1.1,0.5,0.1
0.0073,1.1,0.5,0.12
0.01111,1.1,0.5,0.14
0.01536,1.1,0.5,0.16
0.01993,1.1,0.5,0.18
0.02473,1.1,0.5,0.2
0.02971,1.1,0.5,0.22
0.03482,1.1,0.5,0.24
0.04004,1.1,0.5,0.26
0.04534,1.1,0.5,0.28
0.05071,1.1,0.5,0.3
0.05614,1.1,0.5,0.32
0.06161,1.1,0.5,0.34
0.06711,1.1,0.5,0.36
0.07265,1.1,0.5,0.38
0.07821,1.1,0.5,0.4
0.08379,1.1,0.5,0.42
0.08938,1.1,0.5,0.44
0.09499,1.1,0.5,0.46
0.10061,1.1,0.5,0.48
0.10624,1.1,0.5,0.5
0.11187,1.1,0.5,0.52
0.11751,1.1,0.5,0.54
0.12315,1.1,0.5,0.56
0.12879,1.1,0.5,0.58
0.13443,1.1,0.5,0.6
0.14007,1.1,0.5,0.62
0.14571,1.1,0.5,0.64
0.15135,1.1,0.5,0.66
0.15698,1.1,0.5,0.68
0.16261,1.1,0.5,0.7
0.16823,1.1,0.5,0.72
0.17385,1.1,0.5,0.74
0.17946,1.1,0.5,0.76
0.18506,1.1,0.5,0.78
0.19066,1.1,0.5,0.8
0.19625,1.1,0.5,0.82
0.20183,1.1,0.5,0.84
0.2074,1.1,0.5,0.86
0.21296,1.1,0.5,0.88
0.21851,1.1,0.5,0.9
0.22406,1.1,0.5,0.92
0.22959,1.1,0.5,0.94
0.23511,1.1,0.5,0.96
0.24062,1.1,0.5,0.98
0.24611,1.1,0.5,1
0,1.1,0.6,0.02
4e-05,1.1,0.6,0.04
7e-04,1.1,0.6,0.06
0.00267,1.1,0.6,0.08
0.00581,1.1,0.6,0.1
0.00979,1.1,0.6,0.12
0.01436,1.1,0.6,0.14
0.01932,1.1,0.6,0.16
0.02458,1.1,0.6,0.18
0.03006,1.1,0.6,0.2
0.03569,1.1,0.6,0.22
0.04144,1.1,0.6,0.24
0.04729,1.1,0.6,0.26
0.0532,1.1,0.6,0.28
0.05918,1.1,0.6,0.3
0.0652,1.1,0.6,0.32
0.07126,1.1,0.6,0.34
0.07735,1.1,0.6,0.36
0.08347,1.1,0.6,0.38
0.0896,1.1,0.6,0.4
0.09575,1.1,0.6,0.42
0.10191,1.1,0.6,0.44
0.10807,1.1,0.6,0.46
0.11425,1.1,0.6,0.48
0.12042,1.1,0.6,0.5
0.1266,1.1,0.6,0.52
0.13278,1.1,0.6,0.54
0.13896,1.1,0.6,0.56
0.14514,1.1,0.6,0.58
0.15131,1.1,0.6,0.6
0.15748,1.1,0.6,0.62
0.16365,1.1,0.6,0.64
0.1698,1.1,0.6,0.66
0.17595,1.1,0.6,0.68
0.1821,1.1,0.6,0.7
0.18823,1.1,0.6,0.72
0.19435,1.1,0.6,0.74
0.20047,1.1,0.6,0.76
0.20657,1.1,0.6,0.78
0.21266,1.1,0.6,0.8
0.21874,1.1,0.6,0.82
0.22481,1.1,0.6,0.84
0.23087,1.1,0.6,0.86
0.23691,1.1,0.6,0.88
0.24293,1.1,0.6,0.9
0.24895,1.1,0.6,0.92
0.25495,1.1,0.6,0.94
0.26093,1.1,0.6,0.96
0.2669,1.1,0.6,0.98
0.27285,1.1,0.6,1
0,1.1,0.7,0.02
9e-05,1.1,0.7,0.04
0.00116,1.1,0.7,0.06
0.00379,1.1,0.7,0.08
0.00765,1.1,0.7,0.1
0.01234,1.1,0.7,0.12
0.01759,1.1,0.7,0.14
0.02321,1.1,0.7,0.16
0.02909,1.1,0.7,0.18
0.03517,1.1,0.7,0.2
0.04139,1.1,0.7,0.22
0.04772,1.1,0.7,0.24
0.05413,1.1,0.7,0.26
0.06061,1.1,0.7,0.28
0.06713,1.1,0.7,0.3
0.07369,1.1,0.7,0.32
0.08029,1.1,0.7,0.34
0.08691,1.1,0.7,0.36
0.09354,1.1,0.7,0.38
0.10019,1.1,0.7,0.4
0.10685,1.1,0.7,0.42
0.11352,1.1,0.7,0.44
0.1202,1.1,0.7,0.46
0.12687,1.1,0.7,0.48
0.13355,1.1,0.7,0.5
0.14022,1.1,0.7,0.52
0.14689,1.1,0.7,0.54
0.15356,1.1,0.7,0.56
0.16022,1.1,0.7,0.58
0.16687,1.1,0.7,0.6
0.17352,1.1,0.7,0.62
0.18015,1.1,0.7,0.64
0.18678,1.1,0.7,0.66
0.19339,1.1,0.7,0.68
0.19999,1.1,0.7,0.7
0.20659,1.1,0.7,0.72
0.21316,1.1,0.7,0.74
0.21973,1.1,0.7,0.76
0.22627,1.1,0.7,0.78
0.23281,1.1,0.7,0.8
0.23933,1.1,0.7,0.82
0.24583,1.1,0.7,0.84
0.25231,1.1,0.7,0.86
0.25878,1.1,0.7,0.88
0.26523,1.1,0.7,0.9
0.27166,1.1,0.7,0.92
0.27807,1.1,0.7,0.94
0.28446,1.1,0.7,0.96
0.29083,1.1,0.7,0.98
0.29718,1.1,0.7,1
0,1.1,0.8,0.02
0.00017,1.1,0.8,0.04
0.00172,1.1,0.8,0.06
0.00502,1.1,0.8,0.08
0.00957,1.1,0.8,0.1
0.01492,1.1,0.8,0.12
0.02078,1.1,0.8,0.14
0.027,1.1,0.8,0.16
0.03346,1.1,0.8,0.18
0.04009,1.1,0.8,0.2
0.04685,1.1,0.8,0.22
0.05371,1.1,0.8,0.24
0.06064,1.1,0.8,0.26
0.06762,1.1,0.8,0.28
0.07465,1.1,0.8,0.3
0.08171,1.1,0.8,0.32
0.08879,1.1,0.8,0.34
0.0959,1.1,0.8,0.36
0.10301,1.1,0.8,0.38
0.11014,1.1,0.8,0.4
0.11727,1.1,0.8,0.42
0.12441,1.1,0.8,0.44
0.13154,1.1,0.8,0.46
0.13868,1.1,0.8,0.48
0.14581,1.1,0.8,0.5
0.15293,1.1,0.8,0.52
0.16005,1.1,0.8,0.54
0.16716,1.1,0.8,0.56
0.17427,1.1,0.8,0.58
0.18136,1.1,0.8,0.6
0.18844,1.1,0.8,0.62
0.1955,1.1,0.8,0.64
0.20255,1.1,0.8,0.66
0.20959,1.1,0.8,0.68
0.21661,1.1,0.8,0.7
0.22362,1.1,0.8,0.72
0.23061,1.1,0.8,0.74
0.23758,1.1,0.8,0.76
0.24453,1.1,0.8,0.78
0.25146,1.1,0.8,0.8
0.25837,1.1,0.8,0.82
0.26526,1.1,0.8,0.84
0.27213,1.1,0.8,0.86
0.27898,1.1,0.8,0.88
0.28581,1.1,0.8,0.9
0.29261,1.1,0.8,0.92
